molecules,label
CC[Si](F)(CC)CC,110.0
CCCCCCCCCCCl,223.4
CC(C)c1ccc(C(C)C)c(C(C)C)c1,244.0
CCOC(=O)c1ccc2c(c1)OCO2,285.5
CCCCCC(O)(CC)CC,199.0
CCN(CC)CCCN,168.5
C=C(C)COC,68.0
CC(C)CCO,131.1
Cc1ccc(Cl)cc1N,239.0
CC(C)=CCC/C(C)=C/CO,227.5
CC(Cl)=C(Cl)Cl,118.0
CC(C)CCSSCCC(C)C,247.0
Fc1ccc(F)c(F)c1F,94.3
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,370.0
CCOC(=O)C1CCCCC1,196.0
CC(C)COCc1ccccc1,212.0
CCC(O)C(Cl)(Cl)Cl,171.0
CN(C)C(=S)N(C)C,245.0
C1CCC1,12.6
O=C(O)C(Cl)=C(Cl)Cl,222.0
C=C(C)c1cccc(C(=C)C)c1,231.0
Cc1cc(Br)ccc1Br,236.0
C1=CC2C3C=CC(C3)C2C1,170.0
Cc1cc(C)[nH]n1,218.0
Cc1ccc(C)o1,93.5
CC(=O)CC(=O)c1ccccc1,261.5
CCCCCCCCOC(=O)CCC,244.1
CC(C)CCSCCC(C)C,211.0
CCCCCCCCC(=O)OCC,227.0
C1CNCCNC1,169.0
CCOC(=O)CC(C)O,185.0
c1ccc2c(c1)CCCC2,207.6
CC(C)=CC(=O)Cl,146.0
CCc1ccc(C)c(C)c1,189.5
C=CC1CO1,68.0
CC(C)CC(=O)CC(C)C,169.4
CCCC(C)CC(C)C,132.9
O=C(O)C(F)F,133.0
CC(=O)CC(C)C,116.5
CCCCOC(=O)C(C)CC,179.0
C[C@H]1CC=CCC1,102.7
CCOC(=O)CCC(C)CC,180.0
COS(=O)(=O)Cl,134.0
CCOC(=O)c1ccccc1OC,261.0
CCOC(=O)CCCC(C)=O,221.5
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,288.0
C=CCN,53.3
C=CCc1ccccc1C,182.5
ClCC=C(Cl)Cl,131.5
CCCCCCCC#N,205.2
CCC(C)(O)CC(C)C,152.0
FC1CCCCC1,101.0
C=CC[Si](C)(C)Cl,111.0
Cc1cc(O)ccc1O,272.0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,210.0
FC(F)(F)C(Cl)=C(Cl)Cl,88.1
NC1CC1,50.5
CC(C)COC(=O)CCCCC(=O)OCC(C)C,279.0
Oc1ccc(C2CCCCC2)cc1,294.0
CC(O)CNCC(C)O,250.0
O=Nc1ccc(Nc2ccccc2)cc1,292.0
c1ccc(Cc2cccc3ccccc23)cc1,350.0
CCCCCOC,99.0
CCOP(=O)(Cl)OCC,93.5
COCC(C)OCC(C)OCC(C)O,250.0
c1ccc(C2CO2)cc1,194.1
Cc1ccc(C=O)cc1,204.5
NCCCCCO,221.5
c1ccc(NNc2ccccc2)cc1,309.0
CCCCCCCCCCC,195.9
C=CCOCC=C,94.0
CC(=O)CCC(C)=O,194.0
CNC(=O)NC,269.0
Oc1ccc(Cl)c(Cl)c1,253.0
ClC1=CCCCC1,142.5
CCOC(=O)c1ccc(OC)c(OC)c1,295.5
CC(=O)Oc1cccc(C)c1,212.0
CCC(C)CO,128.0
CC(C)(Cl)C=O,90.0
CCCCCCCCCCCCCCCCCC#N,362.0
FC(F)(F)C(Cl)=C(Cl)C(F)(F)F,68.5
CCCNc1ccccc1,222.0
CCC(O)CO,194.0
ClC(Cl)(Cl)CC(Cl)(Cl)Cl,206.0
O=S(=O)(Cl)c1c(F)c(F)c(F)c(F)c1F,210.5
CCC(CC)(CC)CC,146.3
IC(I)I,218.0
O=[N+]([O-])C(Cl)(Cl)[N+](=O)[O-],121.5
CCCOC(N)=O,196.0
CC(C)OC=O,68.2
CC(C)=CCCC=C(C)C,166.0
O=C(O)CCCCC(=O)O,337.5
c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,452.0
CCCC(=O)N(CC)CC,206.0
O=C(O)CCCCCCC(=O)O,345.5
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,525.0
CC(Br)C(C)(Br)Br,206.0
BrCCBr,131.6
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,347.0
Cc1c(C)c(C)c(C)c(C)c1C,263.4
c1ccc2c(c1)CCC2,177.9
Nc1cccc(N)c1,285.0
Cc1ccccc1N,200.3
C=C(C)c1cc(O)c(C)cc1O,232.0
CCCC(C)(C)O,121.1
C1=CCCCCCC1,138.0
C=C(C)CCC=C(C)C,143.0
O=C(O)c1ccc2c(c1)C(=O)OC2=O,390.0
CCCC(=O)C(=O)O,179.0
CCOc1ccc(C#N)cc1,258.0
CNCc1ccco1,149.0
C[Si](C)(C)c1ccccc1,169.5
CCC1CCc2ccccc21,212.0
C=CCc1ccc(O)c(OC)c1,253.2
O=C1CCc2ccccc2C1,237.0
C/C=C/C(=O)OCC,137.25
CCCCC(=O)OCc1ccco1,228.0
CCC(=O)c1ccccc1,217.5
c1ccc2ocnc2c1,182.5
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,215.0
CN(C)CCCl,110.0
Clc1ccccc1Cl,180.0
CC(C)(O)C(C)(C)O,174.4
COc1cccc(OC)c1,217.5
N#CCCC[Si](Cl)(Cl)Cl,237.5
CC(C)c1cccc(C(C)C)c1,203.2
Clc1ccccc1Br,204.0
CC(C)CC(N)=O,226.0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,462.0
CCOC(=O)c1cccs1,218.0
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,209.5
C1=NN(c2ccccc2)CC1,273.0
COC(=O)C(C)=O,135.5
CCOC(=O)CCC(=O)OC,208.2
C1=CCCCC1,82.9
CC(=O)OCC(=O)c1ccccc1,270.0
C=CC(CC)c1ccccc1,191.5
Brc1nccs1,171.0
CCO[Si](OCC)(OCC)OCC,168.8
CC1(C)C2CCC1(C)C(Cl)C2,207.5
O=C1OC(=O)c2cc(Cl)c(Cl)cc21,313.0
ClCCC(Cl)(Cl)Cl,157.0
CCCCOC,70.1
Cc1ccc(O)c(C=O)c1,217.5
CC1(C)CCCCC1=O,172.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,178.0
C=C(C)CC(C)C,81.6
CC(=O)CC(C)(C)C,126.0
CCCCCC(=O)OCC,167.0
Clc1cccc(Br)c1Cl,245.0
Cc1cc(O)cc(O)c1C,284.0
CC(C)Nc1ccccc1,203.0
CC(C)CNCCO,199.0
O=C(O)CBr,208.0
CCC(C)S,84.5
CCC(CC)C(=O)OC,137.0
C=CC(C)(CCC=C(C)C)OC(C)=O,220.0
C=COCCOCCOC=C,198.5
CC(C)C(=O)OC1CCCCC1,204.0
c1ccc(Cc2ccccc2)cc1,265.0
CCOc1ccccc1,169.8
CCc1ccc[nH]1,164.0
CC(Cl)C(Cl)CCl,168.0
CC1CC(O)CC(C)(C)C1,195.6
CCC(C)CCC(C)C,136.0
ClCC(Cl)CCl,157.0
FCOC(F)(F)C(F)F,53.6
C[Si](C)(C)CCl,98.5
[C-]#[N+]C,59.6
O=C(O)CCCl,156.0
C=C(C)CCC(C)=O,150.0
ClC(Cl)C(Cl)Cl,146.5
Cc1ccc(O)c(O)c1,251.0
ClC(Cl)(Cl)Cl,76.8
CCOC(CN(CC)CC)OCC,194.5
ClC(Br)(Br)Br,158.5
CCOC(=O)C(CC)C(C)=O,198.0
COc1cc(Cl)c(Cl)cc1Cl,254.0
CCCCCCCCCCCCCCCCCCCCc1ccccc1,429.0
CCC=CC(C)(C)C,103.15
C=CCc1ccc(OC=O)c(OC)c1,270.0
CCOC(C)(OCC)OCC,145.0
COCCl,59.5
CCCCCCBr,155.3
COC(C)C,30.7
O=C1CCCCN1,256.0
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,76.3
Clc1ccc(Br)c(Cl)c1,235.0
C[Si](C)(Cl)CBr,131.0
CCCC(C(=O)OCC)C(=O)OCC,221.0
CC[C@H](C)C(C)(C)C,110.0
C=C(C)[C@@H]1CC[C@@H](C)[C@@H](O)C1,224.5
CCN(CCO)c1ccccc1,268.0
O=C=C=C=O,6.8
CC1=CCCC(C)(C)C1CO,215.0
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,330.0
FC(F)(Br)C(F)(F)Br,47.3
Cc1ccccc1NC=O,288.0
O=c1cccco1,207.5
COc1ccccc1N,224.0
CCc1ccc(N)cc1,217.5
CC12CCC(C(Br)C1=O)C2(C)C,274.0
CC1CNCC(C)C1,144.0
C1=CCC=C1,41.0
FC(F)(F)SSC(F)(F)F,34.6
CCCOc1ccccc1,189.9
CCC(C)(C)C(C)(C)C,140.2
Oc1ccccc1O,245.5
CC(C)OC(N)=O,183.0
CCN(CC)c1ccc(C)cc1,229.0
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,363.0
Nc1cc(Cl)c(Cl)cc1Cl,270.0
Oc1ccc(Nc2ccccc2)cc1,330.0
CC(C)CCOC(=O)C(C)O,202.4
CCC(Oc1ccccc1)C(=O)O,258.0
Nc1ccccc1F,175.0
COc1ccccc1CN,229.0
CCO[Si](CCCN)(OCC)OCC,217.0
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,50.6
O=S(=O)(Cl)C(Cl)(Cl)Cl,170.0
CCCCCCCCCCCCCCBr,307.0
CCC(Cl)C(C)Cl,139.0
OCCNc1ccccc1,279.5
CCC(C)(O)C#CC(C)(O)CC,135.0
CC1(C)COC(C)(C)C1,121.0
CCC/C=C/C=O,146.5
CCOC(=O)C(C(=O)OCC)C(C)C,215.0
CCCCCCOC(=O)CCCC,226.3
C=CCc1ccc(OC)c(OC)c1,262.6
CC(=O)NC(C)=O,223.5
CC(C)C1=CC[C@H](C)CC1,167.5
Cc1ccc(C)c(C)c1C,205.0
CC#CC,26.9
CN1C2CCCC1CC(=O)C2,246.0
Nc1ccccc1[N+](=O)[O-],284.0
C#CCI,115.0
OCC(O)CO,290.0
C=C(CC)c1ccccc1,182.0
CCC=C(C)CC,112.5
CCC(CC)(CO)CO,240.5
OCC(O)c1ccccc1,273.0
CCCC(=O)OCc1ccccc1,239.0
C/C=C/C=C/C,80.0
c1ccc(N2CCCCC2)cc1,258.0
CCC(C)C,27.8
COC(=O)CC(=O)OC,181.4
O=C(CCl)CCl,173.4
COC(=O)C(F)(F)C(F)(F)F,59.5
CC1(C)CC=CCC1,117.0
ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,247.5
O=CCCCl,130.0
COB(OC)OC,68.0
C=Cc1ccco1,99.5
O=C1CCCCCC1,178.5
c1cn[nH]c1,187.0
C/C=C/C=O,103.1
CC(C)COC=O,98.2
CCCCC(CC)CNC1CCCCC1,270.0
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,310.0
Clc1nc2ccccc2s1,248.0
CC(=O)CC(=O)C(F)(F)F,106.0
Fc1ccc(F)cc1,89.0
CCO[Si](C)(OCC)OCC,142.0
O=C(Cl)C(Cl)(Cl)Cl,117.9
ClCCCCCl,161.0
CC(C)CCCC(C)(C)C,148.9
CC(=O)C[C@H](C)O,177.0
C1CCCCCCC1,149.0
COC(=O)C(C)C,92.5
CCCCCC(=O)Cl,153.0
C1COCO1,78.0
O=C(Cl)C(=O)Cl,63.5
CCCCF,32.5
O=C(Cl)OCCOC(=O)Cl,183.0
CCCCCCCCCCCCCCCCCCCCCCC,380.0
CCCCCCCC=O,171.0
CCSSCC,154.1
CCOC(=O)C(F)Cl,129.0
CC(C)(C)S,64.0
CCCCCCCCCCCCCCCC,286.8
CCCCOCCOCCCC,203.3
CC(C)(c1ccccc1)c1ccc(O)cc1,335.0
C=C(C)c1ccccc1C,175.0
c1cncnc1,123.8
O=C(CCl)C(Cl)Cl,172.0
CCCCCCCS,177.0
CCCCCCCCCCCC(C)=O,263.0
OCc1ccc(Cl)cc1,235.0
CCO,78.2
CCCCN1CCCCC1,176.0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,270.0
Cc1c(N)cccc1[N+](=O)[O-],305.0
CCC#CC(C)C,95.2
CC(C)=CCl,68.0
FCCF,30.7
COc1ccccc1C,171.0
CCCCCCCCCCCC[C@H](C)O,284.0
CC(=O)OCCBr,162.5
CC1CC1,0.7
CCCCCC=O,131.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,141.0
O=C(/C=C/c1ccccc1)c1ccccc1,346.5
O=C(Oc1ccccc1)c1ccccc1,314.0
CCSC(C)C,107.5
C#CCCCC#C,112.0
CCC=C(C)C(CC)C(C)=O,190.0
CC(Cl)C[N+](=O)[O-],172.0
C#CC(O)(C=CCl)CC,174.0
CC(=O)Oc1cc(C)ccc1C,237.0
COC(=O)C(C)(C)C,101.1
CC1=CC=CC1,72.78
CC#CC=CC,88.5
CCC(C)C(C)C,89.7
CCCCCCC=NO,195.0
CCCCOP(=O)(OCCCC)OCCCC,289.0
CCNC(=O)NCC,263.0
CCOCC1CO1,128.0
CC(O)C#N,183.0
C(CCOCC1CO1)COCC1CO1,266.0
Sc1ccccc1,169.1
CCOCc1ccco1,149.0
CC(C)(C)C(C)(C)O,131.0
C=CCC(CC=C)(C(=O)OCC)C(=O)OCC,243.5
CCCC(=O)C(C)C,135.0
ClC(Br)Br,120.0
Fc1nc(F)nc(F)n1,72.8
CCCCCCCCCC(=O)O,268.7
C1CC2CCC1C2,105.3
CCc1c(C)cccc1C,190.0
CCOC(=O)c1cccc(C)c1,234.0
Cc1cc(C)c(O)cc1O,276.0
Oc1ccc(Cc2ccccc2)cc1,322.0
CC(C)(CO)CO,208.0
CC(C)(C)CO,113.5
CCC(Br)C(C)Br,178.0
OC(c1ccccc1)(c1ccccc1)c1ccccc1,380.0
CC(C)(C)Oc1ccccc1,185.5
CCC(C)(C)I,124.5
CCC(C)COC(C)=O,140.0
Nc1cccc2c1CCCC2,279.0
COCCOC(=O)c1ccccc1C(=O)OCCOC,340.0
CCCCCCCCCCCCCCCCCCCCO,372.0
CC(C)CN(CCO)CC(C)C,214.0
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],358.2
C=Cc1ccc(Cl)cc1,192.0
Nc1cc(Cl)ccc1Cl,251.0
CNCCN,115.0
CCCCCCCCCCc1ccccc1,298.0
N#CCCCCCN,235.5
C1=C(c2ccccc2)CCCC1,252.0
ClCC(Cl)C(Cl)Cl,179.5
O=C(Cl)c1ccccc1Br,243.0
C=C(Cl)Cl,31.6
O=NN1CCCCC1,219.0
CCOCC(C)O,131.0
C1=CCCCC=CC1,145.0
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,142.0
Cc1cccc2c1CCC2,205.3
CC#CC(=O)O,203.0
ClSC(Cl)(Cl)Cl,147.5
CC1CC1C,32.6
C#CCCCCCCCC,174.0
CCCCOCC,92.3
CCOC(=O)C(Br)Br,194.0
FC(F)(F)I,-22.5
C#CCCCO,154.0
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,81.0
COC(=O)c1ccc(C(=O)OC)cc1,288.0
COC(=O)c1cc(C)ccc1O,244.5
CCOC(=O)CCC(C)=O,205.8
CCCCCCCCCCCCCCC(C)O,314.0
Fc1cc(F)c(F)c(F)c1F,85.7
C=C(CC(=O)OC)C(=O)OC,208.0
Cc1ccccc1NCc1ccccc1,302.5
Oc1cc(Cl)ccc1Cl,211.0
ClC(Cl)=C(Cl)Cl,121.3
BrCC1CO1,135.0
C=C(Cl)CC,58.5
CCCCCC(CC)CC,166.5
C=C(C)c1ccccc1,165.4
CC1CC(C)NC(C)(C)C1,156.0
FC(Cl)=C(Cl)C(F)(F)F,47.3
Fc1c(F)c(F)c(I)c(F)c1F,166.0
CCC(Br)C(Br)Br,216.2
CC(CC1CCCCC1)C1CCCCC1,284.5
CC=CCCCCC,124.0
CCCCCCCSCCCCCCC,298.0
c1ccc(CCCC2CCCC2)cc1,272.0
CCOC(=O)C(C)(C)O,150.0
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,304.0
O=C(Cl)CCC(=O)Cl,193.3
CN(C)Cc1ccccc1,181.0
CN[C@@H](C)[C@H](O)c1ccccc1,255.0
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,360.0
CN1[C@@H]2CCC[C@H]1CC2,166.0
CCCC(O)C(C)(C)C,156.0
c1cc2c3c(cccc3c1)CC2,279.0
CCOC(=O)c1cccc(N)c1,294.0
CCCCCCC(C)(C)O,178.0
CCOC(=O)C(C)(C)C,118.4
c1cc[nH]c1,129.7
N#Cc1ccccc1,191.1
C=CCOC,44.0
CC1(C(=O)O)CCCCC1,234.0
CC(=O)c1ccccc1,202.0
c1ccc(Oc2ccccc2)cc1,258.0
O=Cc1cc(Cl)cc(Cl)c1,240.0
CN1C(C)(C)CCCC1(C)C,147.0
CCC(C)(C)N,77.0
c1ccc(-c2ccccn2)cc1,271.0
CCOC(=O)CCCCCCCC(=O)OCC,291.5
CC(C)=C(C)C,73.3
CCOCC(=O)O,206.5
ICCI,200.0
CC1=CC[C@@H]2[C@H]3[C@@H](C(C)C)CC[C@]2(C)[C@@H]13,248.5
Cc1cc(N)ccc1Cl,241.0
COc1ccc(O)cc1,243.0
CC(C)CCOC=O,123.5
CCCC(C)(C)C,79.2
CCOc1ccccc1F,171.4
Cc1cc(N)ccc1N,273.5
CC(C)CCN(CCC(C)C)CCC(C)C,235.0
O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F,159.5
OCC(Cl)CCl,184.0
C[SiH]1O[SiH](C)O[SiH](C)O[SiH](C)O1,134.5
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,57.0
CN(C1CCCCC1)C1CCCCC1,265.0
C=CC=CCC,73.5
SCc1ccccc1,194.5
CCCCOS(=O)OCCCC,230.0
CCCC(c1ccccc1)c1ccccc1,287.0
CCc1ccc([N+](=O)[O-])cc1,245.5
COC(=O)C=C(Cl)C(=O)OC,224.0
CC(N)c1ccccc1,185.0
CC([N+](=O)[O-])=[N+]([O-])O,185.5
Fc1c(F)c(F)c(CBr)c(F)c1F,174.5
OC(O)C(Cl)(Cl)Cl,98.0
CC[C@@H](N)CO,178.0
Cn1cccn1,127.0
COc1ccccc1CO,249.0
CC(=O)OC/C=C(\C)CCC=C(C)C,238.333333333333
C=C(CC)C(C)CC,112.5
CCc1cc(CC)c(CC)c(CC)c1CC,277.0
C/C=C/CCC,66.5
CCCCNC(C)=O,229.0
Cc1ccccc1C(=O)Cl,213.5
CCCCCCCCCCS,240.6
CCCC(C)(C)C(C)C,137.7
C=C(C)C=O,68.4
CCCCC(Cl)CC,144.0
OCCN1CCOCC1,227.0
O=C(O)CCCCCCBr,280.0
CCCCOC(=O)CCC(=O)OCCCC,274.5
CCCOCCC,90.0
CC(Br)(Br)CBr,190.5
C=CCC(C(C)=O)C(=O)OCC,208.0
N#CC(F)(F)F,-68.8
C1CC1,-32.8
NCCc1ccccc1,197.5
CCCC(CCC)C(C)C,158.9
Nc1ccc(F)cc1,182.0
COC(=O)CC(C)=O,171.7
CC=C(CC)CC,96.0
CN(C)C=O,153.0
c1ccc2sncc2c1,220.0
C=C(C)C(=O)Cl,96.0
ClCc1ccccc1Cl,217.0
O=S(=O)(O)C(F)(F)F,166.0
Cc1cc(Cl)ccc1O,209.25
Cc1cc(C)c(O)c(C(C)(C)C)c1,249.0
C[Si](C)(C)CCCO,141.0
CC(C)(O)C#CC(C)(C)O,205.0
CCCCCCC,98.5
CC(C)OP(=O)(F)OC(C)C,183.0
C=CC(O)CCl,145.5
CC(C)(O)CCC(C)(C)O,214.0
O=[N+]([O-])c1cc(F)cc(F)c1,176.5
CCC(Br)CBr,166.3
CCC(C)(C)C(=O)Cl,132.0
ClC(Cl)(Cl)Br,105.0
C=COC(=O)CC,91.2
CCC1(O)CCCCC1,166.0
CCC(O)C(C)O,187.5
COP(=O)(O)OC,174.0
Nc1ccc(Cl)c(Cl)c1Cl,292.0
CC(C)CCCO,151.9
Clc1ccc(Cl)c(Cl)c1Cl,254.0
CCCCCCCCCCCCCCCCS,334.0
COc1cccc(OC)c1O,261.0
CCCCC(=O)Cl,109.0
CC(C)c1cccc(C(C)C)c1O,256.0
C1=Cc2cccc3cccc1c23,280.0
Cc1ccoc1,66.0
N#Cc1ccccc1C(F)(F)F,205.0
CCCC(C)C(C)(C)O,160.0
CCCSC,95.6
CCCCCCOCCO,208.0
c1ccc2c(c1)CCN2,229.0
N#Cc1cc(F)c(F)c(F)c1F,164.5
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,153.0
CN(CCCN)CCCN,232.5
c1ccc(Cc2ccc3ccccc3c2)cc1,350.0
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,536.0
C=CCOc1ccccc1,191.7
Nc1ccccc1Nc1ccccc1,313.0
c1ccc(-c2cccc3ccccc23)cc1,334.0
C#CCCCCCC#C,162.0
C[Si](C)(C)CBr,116.5
N#CCCCC#N,286.0
COCC#N,119.0
CC(C)S,52.5
N#CC(Cl)Cl,112.5
CCNC1CCCCC1,164.0
CC(C)(C)C(=O)C(=O)O,189.0
Cc1ccccc1NCCO,285.5
c1ccc(-c2ccncc2)nc1,281.0
O=c1occc2ccccc12,286.0
FC(F)(F)C(F)(F)Br,-21.0
CC(Cc1ccccc1)c1ccccc1,280.5
c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,385.0
CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,471.0
COCCOCCOCCOCCOC,275.3
O=C(Cl)C(F)(F)F,-27.0
CC1(C)CO1,52.0
CC(C)(O)C(F)(F)F,81.0
N#Cc1cccc(Br)c1,225.0
C=CCS,65.0
OCC(Cl)(Cl)Cl,152.0
C=CCC=C,26.0
ClC1CCCCC1,142.0
C#CC(C)(C)C,37.7
COC(C)(C)OC,83.0
CCC(C)(C)Br,108.0
C=CC[Si](C)(C)C,86.0
Oc1ccc(Cl)cc1,220.0
CC[SiH2]CC,57.0
CN1[C@@H]2CC[C@H]1C[C@@H](O)C2,237.0
COC(=O)CC#N,200.5
CN(C)CCCN(C)C,144.0
CCSCCO,184.0
CC(C=O)=Cc1ccccc1,251.6
Cn1cccc1-c1cccnc1,281.0
N#CCI,185.0
CCCCCCC(=O)OCCCCC,245.4
CN(C)c1ccc(Cl)cc1,231.0
O=C1CCc2ccccc2O1,272.0
c1ccc(-c2coc(-c3ccccc3)n2)cc1,339.0
CNC(=O)N(C)C,232.5
CCCCCCCCC=O,191.0
CC(C)c1ccc(N)cc1,225.0
Nc1ccc(Cl)cc1Cl,245.0
CCC(C)CCC(C)(C)C,150.8
CC(C)(c1ccccc1)c1ccccc1,282.5
CCC(C)c1ccccc1,173.5
CCCCCCOCCOCCO,260.0
CCO[N+](=O)[O-],87.2
C[C@@H]1CC[C@H](C)c2ccccc21,226.0
Cc1ccc2c(c1)CCC(C)C2,240.0
CC(C)C(O)CO,206.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,198.0
CCCSCC,118.6
C1=CCCC=CCC1,150.8
CCB(CC)CC,95.0
CC(Cl)=[N+]([O-])O,124.5
FC(F)(F)C(Cl)Br,50.2
OCc1ccco1,171.0
CC(C)(F)F,-0.4
C1CCC(CCCC2CCCCC2)CC1,291.5
ClC(Cl)(Cl)c1ccccc1,221.0
CCCOC(=O)C(C)C,135.4
C#CCCC#C,86.0
CCOS(=O)(=O)OCC,208.0
CC(C)(Br)[N+](=O)[O-],153.0
NCC1CCCCC1,160.0
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,150.0
CCOCCOCCO,196.0
CCCC=CC(C)C,112.0
CCOc1cccc(C)c1,192.0
NC=O,220.0
CC(C)C=O,64.5
CC(Br)C(C)Br,161.0
CCCCOCCOCCOCCCC,256.0
CCCCCCCCCC=O,208.5
CC(C)NC(C)C,83.9
Brc1ccccc1,156.0
C=C[N+](=O)[O-],98.5
CCc1cccc(C)c1N,231.0
CCOC(=O)c1cccc(C(=O)OCC)c1,302.0
CC1CC(C)CC(C)C1,141.0
COC(=O)c1ccc(OC)cc1,256.0
CCN(CC)CC(O)CN,223.0
CC[C@H](C)CBr,121.6
CC(C)C1CCCCC1,154.8
CCC=NO,131.5
Cc1ccc(CC(=O)O)cc1,265.0
CCC(=O)OCC(C)C,137.0
FC(Cl)Cl,8.9
NC1CCC1,82.0
CCC(C(C)=O)C(C)=O,178.5
CC(C)CCOC(=O)CC(C)C,190.4
C=CC(=O)OCCCC,145.0
C=C(C)CC(C)O,129.0
FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,41.0
CNN,87.5
Cc1cccc(I)c1,213.0
CCOC(OCC)C(Cl)Cl,183.5
CCCCCCCC(=O)OCCC,226.4
CCCCCCCCCCCC(=O)O,298.9
CC=Cc1ccc(O)c(OC)c1,266.0
O[C@H]1C=CCCC1,164.0
CCCc1ccccc1,159.2
O=C(Cl)C(Cl)=C(Cl)Cl,158.0
CCCCCCCCCCO,231.1
CCC(C)(O)CCC(C)C,173.0
CCn1cccc1,129.5
CC(=O)OCCl,116.0
CC1CCC(O)CC1,172.0
CCC(Br)=CBr,150.0
CCCCNCC,107.5
O=C(O)C1CCC1,190.0
C=CC(O)C=C,115.5
CCN(CC)CCCC(C)N,201.0
CCCOC(=O)c1ccoc1,210.9
O=C(OCC(F)(F)F)C(F)(F)F,55.0
CSCCl,105.0
CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,228.25
Clc1cccc(Cl)c1,173.0
C=CCCCBr,125.5
C=C(C)C1CC=C(C)CC1,176.0
C=CCCC=C,59.4
CCCCCC(O)CCCCC,228.0
CC[Si](Cl)(Cl)Cl,100.5
COc1ccc(C(C)=O)c(OC)c1OC,296.0
FC(Cl)(Cl)C(Cl)Cl,116.0
CN(C)C=Nc1ccccc1,127.0
C=CC(=O)Cl,75.5
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,330.5
CCCCC(CC)CC,143.0
CC[C@H](C)CC=O,121.0
COCC(O)COC,169.0
CCOc1ccc(I)cc1,250.0
CCC(C)CC,63.2
C=C(C)F,-24.0
FC(F)C(F)Cl,17.0
CCCCN(C)C,95.0
CC(C)OC(=O)CCl,150.5
CCN(C)C,36.5
CB(C)Cl,4.9
CCCC(N)=O,216.0
C1CCC2C(C1)CCC1C3CCCCC3CCC21,353.0
FC(F)(F)CBr,26.0
CC=C(Cl)CCl,130.5
Cc1ccc(Br)cc1,184.3
CCOCOCC,88.0
CC1CCCC(=O)C1,169.5
CCCC(C)CC(C)CC,159.4
CCCCC(CC)CO[Si](OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC,419.0
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,222.0
c1ccc(CCCCc2ccccc2)cc1,317.0
Ic1cccc(I)c1,285.0
O=C=Nc1ccccc1,163.0
O=C(O)CC=Cc1ccccc1,302.0
CC(C)(C)C(C)(C)C,106.4
CC(C)N=C=O,74.5
COc1ccc(C)c([N+](=O)[O-])c1,266.5
CC(CC1CCCCC1)CC1CCCCC1,295.2
