molecules,pkb
CCOc1ccc2nc(C=CC=Cc3ccccc3)cc(N)c2c1,9.5
Cc1nn(C)c(C)c1Cl,1.96
CC1CCN2CC=CC12,10.59
COc1ccccc1N=CN(C)C,8.11
CCc1cccc(CN(C)C)c1O,8.02
Nc1[nH]nc2ccccc12,3.15
CCN(CC)CC(=O)Nc1cc(C)cc(C)c1,8.01
Cn1ccc2ccccc2c1=O,-1.8
NCCc1ccc(Cl)cc1,9.66
Cc1ccc(NCCS)cc1,5.08
c1ccc(Oc2ccnc3c2ccc2c(Oc4ccccc4)ccnc23)cc1,5.34
NCc1nn[nH]n1,8.54
Cc1cc(N)ccc1-c1ccc(N)cc1C,4.3
Nc1ccc2ccc([N+](=O)[O-])cc2c1,3.13
CC1=C(CC(C)NCC(O)c2ccccc2)CCC1(C)C,8.84
NC(=S)c1ccccc1,-3.2
CCNc1cc[nH]c(=S)n1,11.13
Cc1nc2cncnc2nc1C,2.93
Cn1ncc2c(NCc3ccco3)ncnc21,3.8
CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,8.85
CCN(CC)CCOC(=O)c1ccccc1,8.9
COc1cc([N+](=O)[O-])cc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,8.7
CC(=O)N1CCNCC1,7.94
N=C(N)c1ccccc1,11.8
Cc1ccc(N=NC(C#N)C#N)c([N+](=O)[O-])c1,-0.78
COc1ccc(C2CCCN2C)cn1,1.34
CCCCCC(C)N,10.975
Cn1ccc(=N)cc1,12.5
COc1ccc(C(=N)c2ccccc2)c(OC)c1,8.3
CN(C)c1cccc2ccccc12,4.83
ON=c1[nH]cnc2[nH]cnc12,3.8
Nc1ccccc1Cl,2.64
Nc1ncnc(N)c1N,5.78
Nc1c2c(ncn2Cc2ccccc2)nc[n+]1[O-],2.4
Oc1cccc2ccncc12,5.66
CNc1cccc(C)c1,4.94
COC(=O)C1=CN2CCC1CC2,7.17
CCOCCNc1ccc(Cl)cc1,3.28
NC(Cc1ccncc1)C(=O)O,9.22
CN(C)c1nc2c(o1)CCCC2,6.16
COc1ccc(C=Nc2ncc3[nH]cnc3n2)cc1,3.86
Cc1ccc(OC(=O)CCCN(C)C)cc1,9.53
CCOC(=O)c1cccnc1,3.2
C(COCCc1nn[nH]n1)OCCc1nn[nH]n1,4.79
CCCCCCCCCCNCc1ccc(C)cc1,9.48
Cc1cc(Br)ccc1N,3.58
Cc1ccc([S+]([O-])C(C)(C)C)cc1,-2.2
CN(C)c1cccc2cccc(N(C)C)c12,12.13
Oc1ccccc1CN1CCCNCCCNCCC1,9.87
c1ccc(-n2cccn2)nc1,1.07
Oc1c(Cl)c(Cl)cc(Cl)c1CN1CCOCC1,8.23
Nc1ccccc1-c1nc2ccccc2s1,2.6
Nc1ccc(CN=NC(=O)c2ccncc2)cc1,3.2
N=C(c1ccccc1)c1ccccc1Cl,5.59
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,9.72
O=[N+]([O-])c1cc(CN2CCOCC2)c(O)c2ccccc12,7.98
CSc1ccccn1,3.62
CN1CC(CO)CC2c3cccc4[nH]cc(c34)CC21,8.57
OCC1=CCN2CCC(O)C12,8.92
NCc1cccnc1,8.33
O=c1[nH]cnc2cccnc12,8.95
O=C(O)C(CO)NCc1cc(Cl)ccc1O,10.15
CCNc1ccccc1,5.29
Nc1ccccc1Br,2.4
Cc1cc2ncn(C3OC(CO)C(O)C(O)C3O)c2cc1C,4.63
CCCN(CCC)CC(=O)Nc1c(C)cccc1C,7.68
O=C(O)c1c2ccccc2nc2ccccc12,5.0
CCNC(=O)c1ccccn1,2.4
CN(C)Cc1cc(C(=O)c2ccccc2)ccc1O,10.23
Fc1ccccn1,-0.44
CNCCC(=O)c1ccccc1,9.0
CCSC(=O)c1ccc(Cl)cc1,-5.02
CCOc1cccc(N)c1,4.15
CCCSC(=N)c1ccccc1,8.1
Cn1ccc(N)n1,3.81
CN(C)C=Nc1cccc(Br)c1,8.08
CC1CCCC(C)N1,10.99
c1nc(NC2CCCCC2)c2ncn(C3CCCCC3)c2n1,4.4
NC(=O)CCCCc1cccnc1,5.6
CCCCCn1ccnc1,7.12
CN1CC=CC1,9.92
Cc1[nH]c(C)c(C)c1C,3.77
NC(=O)CCCCc1ccccn1,5.73
Nc1ccc(O)c(N)c1,5.7
Nc1cccc2c([N+](=O)[O-])cccc12,2.8
CCn1cc(C#N)c(=O)c2ccccc21,-1.55
CCCc1nc2cc(OCC)ccc2[nH]1,6.12
O=C(N=NCc1ccccc1O)c1ccncc1,3.33
Nc1ccc(-c2ccc(N=Cc3ccc(O)cc3)cc2)cc1,6.86
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,9.61
Cc1cc(N)nc(C)n1,6.85
CCCNCC(=O)Nc1c(C)cccc1C,8.01
COc1cc(N)cc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,9.07
Cc1cccc(N)c1C,4.56
Cc1cnc2c(c1)c(C)c(C)c1cccnc12,5.34
CCc1ccc(C(=O)O)nc1,5.86
O=C1N=CCc2c1cnc1ccccc21,11.35
NC(=NO)C(N)c1ccccc1,7.15
CCN(CC)Cc1c(O)c(Cl)cc(Cl)c1Cl,11.76
NCCC[n+]1ccc2c([N+](=O)[O-])cccc2c1,8.48
c1cncc(-c2ccoc2)c1,4.93
NC(CCC(=O)O)C(=O)O,9.33
CC(=O)OCC1CC2CCN1CC2,9.88
Oc1ccc(C=Nc2ncc3[nH]cnc3n2)cc1,3.27
Cc1ccc(NC(C)(C)C)cc1,7.3
Cn1nc(-c2ccccc2)ccc1=NCCN1CCOCC1,10.2
Nc1ccc2nc3ccc(N)cc3cc2c1,6.18
CCN(CC)c1ncnc2[nH]ncc12,4.71
Nc1[nH]cnc(=S)c1N,9.34
Cn1c(=O)[nH]c2[nH]cnc2c1=O,1.19
Cc1ccc2nc(C)c3c(c2c1)OC(C)C3C,7.65
NNC(=O)c1cccnc1,3.27
Nc1ncnc2c1cnn2CCO,4.29
CC1(C)C(N)C1N,8.96
Cc1cc(C)c(N)c(C)c1,4.37
CN(C)c1ccc(C=Cc2ccncc2)cc1,6.25
OCC1CCCN2CCCCC12,10.16
CC(C)CC(N)C(=O)O,9.69
Brc1cccnc1,2.94
CC(C)n1c(N)nc2ccc(C(=CC(N)=O)c3cccc(F)c3F)cc21,6.7
c1ccc(C2CN3CCCC3c3ccccc32)cc1,9.12
Nc1cncnc1,2.83
c1cc(N2CCOCC2)ccc1N1CCCCC1,6.7
CCCCCCCN(CCCCCCC)c1ccccc1,3.33
O=Cc1ccncc1O,4.05
CCN(CC)Cc1ccccc1OC,10.2
CC1(C)CC(=O)C(C)(C)N1,7.1
CC(=O)n1cnc2ccccc21,1.8
CC(C)NCC(O)c1cccc(F)c1,9.48
O=[PH](O)C(NCc1ccncc1)c1ccccc1O,8.05
CN(C)CCc1ccc(O)cc1,9.8
O=[N+]([O-])c1cccc2nc3ccccc3c(NCCCO)c12,7.55
Cn1ccnc1CS,6.31
Cc1cccc(CCCCCCCC(=O)O)n1,7.0
Nc1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,2.8
N#Cc1ccc(N)c2ccccc12,1.2
Cc1cncc(C)c1,6.15
CC(C)CNCC(=O)c1ccc(O)cc1,7.74
CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,8.86
COCc1nc2c(n1C)C(=O)c1[nH]cnc(=O)c1C2=O,6.17
CNc1nc(SC)nc2[nH]ncc12,3.61
COCCN(CCOC)c1ccccc1,4.11
C1CCC(C2=NCCC2)CC1,6.05
Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,2.15
c1ccc2cc3ncccc3cc2c1,4.92
C=CCNc1ccccc1,4.17
c1cnccn1,0.57
Oc1cccc2cnccc12,5.4
Cc1cccc(N(C)C)c1,5.32
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)CCCn1ccnc1,4.4
CSc1nc(C)cc(=O)n1C,0.9
CC(C)(C)C1(O)CCN2CC(c3ccccc3)c3ccccc3C2C1,7.03
CCN(CC)CCCCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,10.35
Oc1ccc(O)c2ccccc12,11.02
Nc1ccc(C(O)(c2ccccc2)c2ccc(N)cc2)cc1,5.83
Cc1cccc(C)c1C(=NCCCN(C)C)c1ccccc1,8.7
CCN(CC)CCN=C(c1ccccc1C)c1ccccc1C,8.8
Nc1nc(N)c2[nH]cnc2n1,5.05
OC1(c2cc3ccccc3o2)CN2CCC1CC2,8.84
C=C(C)C1CNC(C(=O)O)C1CC(N)=O,9.47
CSc1cc2ccccc2cn1,3.41
O=C(O)c1nc[nH]c1C(=O)O,8.49
CN(C)C=Nc1cccc([N+](=O)[O-])c1,7.29
Cc1ccc(N(C)CO)cc1,3.73
Nc1ccc(Cl)cn1,4.83
Cc1nccnc1C,2.24
COc1ccc(S(=O)(=O)NCCCN2CCOCC2)c(OC)c1OC,6.76
c1ccc2c(c1)nnc1ccccc12,2.2
NC(CC(=O)O)c1ccccn1,9.22
c1c(CN2CCNCCNCC2)n[nH]c1CN1CCNCCNCC1,11.25
CC1CC(OC(=O)c2ccccc2)CC(C)(C)N1,8.97
CN(C)c1nc2cc3c(cc2[nH]1)CCCC3,7.65
O=C1NCCN1,3.09
c1ccc2[nH]c(-c3ccncc3)nc2c1,10.78
CC(CC(c1ccccc1)c1ccccc1)N1CCCCC1,8.8
Nc1ccnc(-c2cccc(Cl)n2)c1,7.7
COc1ccc(N=CN(C)C)cc1,9.35
N#CC(C#N)N=Nc1ccccc1C(=O)O,-0.96
Cc1cc(C(F)(F)F)[nH]n1,-0.5
Oc1cncc2ccccc12,4.8
CCOC1=NC(=O)N=CC1,10.7
Nc1ccc2nc3cc(N)ccc3cc2c1,8.11
CC1=CN(C)CC1C,9.6
CC(C)(C)SC(=N)c1ccccc1,9.24
Cc1nc(C(=O)O)cs1,3.9
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9.535
CCOCCNc1cccc(C)c1,4.24
CC(C)(C)CC(=O)n1ccnc1,3.8
CC(N)C(C)N,9.88
COc1cccnc1,4.89
CCNCc1ccccc1,9.75
c1cncc(-c2ccncc2)c1,4.85
Cc1cccc(Nc2ccccc2)c1,0.92
c1cnc2c(c1)c1c(c3cccnc32)CCCC1,5.3
Cc1cccnc1,5.81
CCCc1ccccn1,5.97
CCc1c(C)[nH]n(C)c1=O,3.5
NCCCc1ccccc1,10.27
CC(C)(C)c1cccc(C(C)(C)C)n1,4.95
NC(c1ccccc1)C(O)c1ccccc1,10.46
CCNC(=O)C1CCCCN1,8.6
C[n+]1nc(-c2ccccc2)ccc1NCCN1CCOCC1,5.31
CN(C)c1cccc2c(S(=O)(=O)NCCN3CCNCCNCCNCC3)cccc12,11.8
Nc1cccc(S(N)(=O)=O)c1,2.87
CCNc1ncnc2c1cnn2C,4.24
O=C(O)c1cscn1,2.9
Oc1ccc2c(c1)Nc1ccccc1N2,1.8
CCOC(=O)C(N)CC(C)C,7.63
Cc1ccnc(NS(=O)(=O)c2ccccc2)n1,0.59
O=c1cc(O)cc[nH]1,13.0
OCn1cnc2ccccc21,5.44
Cc1ccccn1,5.98
CC(C)NNC1CCN(C)CC1,9.07
Oc1cc2cccnc2c2cccnc12,3.9
COc1ccc(OC)c(N)c1,3.72
NCCc1cccnc1,9.44
CC(N)CCCc1ccccc1,9.99
Cc1[nH]nc2c(N)cccc12,3.18
Nc1nnnn1-c1cccc(Cl)c1,0.7
NCC[n+]1ccc2c([N+](=O)[O-])cccc2c1,6.65
C(=Cc1nnnn1-c1ccccc1)c1ccccc1,-2.555
O=C1C=CCN=N1,10.46
Oc1ccc2nnccc2c1,3.65
Nc1nc(N)nc(N)n1,5.06
COc1ccncc1,6.65
Cc1[nH]cnc1CSCCN=C(N)NCCCc1c[nH]cn1,11.6
CN(c1ccccc1)C1CCCCC1,6.35
Cc1cccc(C)c1N=NC(C#N)C#N,-0.82
O=C1c2ccccc2CN1C1CC2CCC(C1)N2Cc1ccccc1,8.71
c1cnc2c(c1)ccc1cccnc12,4.96
O=C(CCCN1CCOCC1)c1ccccc1,7.26
NC(=O)CCc1ccncc1,5.58
Cc1ncnc2nccnc12,2.92
CC(CC(C#N)(c1ccccc1)c1ccccc1)N1CCCCC1,7.73
NNCCCc1ccccc1,7.2
NC(=O)c1cncc2ccccc12,3.8
CN(C)CCCNc1c2ccccc2nc2c(N(C)C)ccc([N+](=O)[O-])c12,6.47
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2.08
NCc1ccccc1,9.36
c1ccc2c(c1)CNCCCNCc1ccccc1OCCCO2,10.04
NC(c1ncc[nH]1)c1ncc[nH]1,6.49
CNC(C)Cc1ccccc1,9.87
NC(Cc1[nH]nc2ccccc12)C(=O)O,8.95
Cc1nc2cc(N)ccc2n1C,7.0
Nc1ccc2cnc3ccccc3c2c1,6.88
Cc1ccc(N)cc1CN,9.33
CCCCC(N)C(=O)O,9.825
Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,0.34
Nc1ccc(I)cc1,3.79
Nc1ccc2cc3ccc(Cl)cc3nc2c1,7.26
O=C(O)C1Cc2[nH]cnc2CN1,8.58
CC(C)c1ccncc1,6.02
Nc1ccc2nc3ccccc3cc2c1,5.88
Nc1nc(=O)cc[nH]1,9.42
SCc1c[nH]cn1,6.54
Cc1ccc(N)cc1[N+](=O)[O-],3.0
Cc1cc(C)c2ccc3cccnc3c2n1,5.96
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,4.53
Cc1cc(C)c(CN)cc1N,9.77
CCc1cccc(N=Nc2ccc(N(C)C)cc2)c1,2.16
CC1=C(CC(C)NCC(O)c2ccc(Cl)cc2)CCC1(C)C,8.55
Cc1nc2ccccc2n1C,6.55
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,9.13
Cc1nc(C(=O)O)ccc1O,5.13
Cc1ccc(N)c(C)c1,4.75
CNc1ccc(C)cc1,5.36
Cc1noc(C)c1C,-1.0
CN1CC(O[Si](C)(C)C)C1,9.1
CCc1c(-c2ccccc2)[nH]n(C2CCN(C)CC2)c1=O,9.15
N#CC(C#N)N=Nc1cccc(Cl)c1Cl,-0.71
COc1ccc(NCCS)cc1,5.3
CNc1cnccc1N,9.14
O=C(CCl)CCl,11.0
CC1(C)CN1,5.37
OCCCCc1ccccn1,5.83
COc1c(Cl)cc(Cl)c(O)c1C(=O)NC1CCN(C)CC1,9.12
CCNc1ccccc1C,4.92
OCCN(CCO)Cc1nc2ccccc2[nH]1,5.93
Cc1cccc(C(=O)O)n1,5.8
CCN(CC)c1ccc(C(O)(c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,7.9
Nc1ccc2cncnc2c1,4.6
Nc1ccc2ccnnc2c1,4.85
Nc1nc(=O)nc(N)[nH]1,9.4
Cc1cncc(C)n1,2.11
Cc1ccc(C(=N)c2ccccc2)c(C)c1,6.79
CCNc1cccc2ccccc12,4.19
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,8.63
N=C(N=c1nc(N)[nH]c(N)n1)Nc1ccccc1,8.2
CN1C2=CCCC1CCC2,8.8
Cc1cc(N)ccc1[N+](=O)[O-],1.64
C=CCC(C)(CN(CC)CC)OC(=O)c1ccccc1,7.8
Cn1cnc2cccc(N)c21,5.79
S=c1cccc[nH]1,9.89
CCc1cncc(C)c1,5.2
Fc1cccc2[nH]cnc12,4.4
c1cnc2c(c1)ccc1c3c(cnc12)CCCC3,5.66
Nc1nc2ccccc2c2ccccc12,7.31
NNC(=O)c1ccccc1N,3.47
Cc1cc(Cl)n(C)c2nc3ccccc3c1-2,7.45
N#CC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,8.07
Oc1ccc(F)cc1CN1CCOCC1,6.78
CSc1n[nH]c(N)n1,3.27
Cc1cccc(C)c1Oc1ccccn1,2.26
CCN(CC)CCC(OC(=O)c1ccccc1)c1ccccc1,7.53
Cc1nc(N)c2cnn(-c3ccccc3)c2n1,4.52
CC1CCCC(C(=O)O)N1,10.4
NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)O,8.04
Cc1cnc2c(c1)cc(C)c1cc(C)cnc12,5.27
Nc1ccc(N)cc1,6.16
CCCN(C)c1ccccc1,5.67
Nc1cccc2cc3ccccc3nc12,4.4
O=[N+]([O-])c1ccc2[nH]c(CCl)nc2c1,2.21
CON,4.62
CN(C)c1ncccn1,3.96
C=Cc1cccnc1,4.87
OCCCCCc1ccncc1,6.04
Oc1c(Cl)cc(Cl)c(Cl)c1CN1CCOCC1,8.83
CCCSC(=O)CCCc1c[nH]cn1,7.55
CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(CN)c2)c(Cl)c1Cl,10.6
ONc1ccc(Cl)cc1,2.58
CC(C)c1ccccn1,5.83
COC1CC=C2CCN3CCC(CO)=C(CCO)C23C1,8.69
COc1ncnc2nccnc12,1.04
COc1cnccc1C=O,4.45
CNNC1CCN(C(C)C)CC1,9.1
Cc1ccc2c(c1)N1CCN2CC1,5.83
Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,1.3
CC(=O)CCl,13.57
Cc1cc(-c2ccccc2)n[n+](C)c1NCCN1CCOCC1,5.12
NCc1ccc([N+](=O)[O-])cc1,8.5
COc1ccccc1C(=NCCCN(C)C)c1ccccc1,9.0
Cc1ccc(C)c(C(=N)c2ccccc2)c1,6.79
Oc1ccccc1CN1CCCC1,8.81
Cc1cc(C)cc(C(=N)c2ccccc2)c1,6.82
Nc1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1,3.51
O=C(O)C1CCCN1C(=O)C1CCCN1,9.27
CN(C)CCCNc1c2ccccc2nc2c(Cl)ccc([N+](=O)[O-])c12,5.0
NCCc1c[nH]cn1,9.87
c1cn[nH]c1,2.61
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,7.27
CC(C)(N)Cc1ccccc1,10.13
CCCNc1ccccc1,5.12
Cc1ccncc1,6.15
OCc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,6.99
CN(C)C(=S)c1ccccc1,-2.3
Nc1cc([N+](=O)[O-])cc2ccccc12,2.24
CC(C)CN(C)c1ccccc1,5.2
Cn1cccn1,2.48
CNCc1ccc(C)cc1,9.93
O=C(O)c1c2cccc1COCCOCc1nc(c[nH]1)COCCOC2,7.05
c1ccc2nc3ccc4ccccc4c3cc2c1,4.39
CCCCNCC(=O)Nc1c(C)cccc1C,8.04
CCCCCCCCNCc1ccc(C)cc1,9.47
N=C1NS(=O)(=O)Nc2[nH]cnc21,0.28
OCc1ccccn1,4.66
Cc1cscn1,3.14
CC(=O)c1cccnc1,3.32
CCNCC#CCNCC,8.32
Cc1ccc(-c2cnc(-c3ccc(Cl)cc3)o2)cc1,0.58
C1CCC(N2CCCC2)CC1,10.7
CCC12CCCN3CCc4c(n(c5ccccc45)CC1)C32,6.9
Cc1cc(N)cc(C)c1C(=O)NCCN1CCOCC1,5.96
COc1c(C)cccc1C(=O)NC1CC2CCC(C1)N2Cc1ccccc1,8.92
CC(=O)C(CN1CCOCC1)c1ccccc1,6.23
Cc1ccccc1C(=NCCCN(C)C)c1ccccc1-c1ccccc1,9.25
O=C(OC1CC2CCC(C1)N2)C(CO)c1ccccc1,10.28
Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,4.84
N#CC(C#N)N=Nc1ccc(Cl)cc1,-0.79
Nc1ccc2cc3cc(Cl)ccc3nc2c1,6.95
Cc1ccc(N=Nc2ccc(N)cc2)cc1,3.04
C=CC(=O)NC(C)(C)CCN(C)C,9.39
Nc1c(C(=O)O)ncn1C1OC(CO)C(O)C1O,5.9
CCOC(=O)CCCN,9.71
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,8.67
COc1ccccc1C(=N)c1ccccc1,7.29
Cc1nc(CO)[nH]c1C,7.88
Cc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1,3.1
O=C(O)C1CCN1,9.54
CN1CCC(NN)CC1,8.85
CN(C)c1ncnc2[nH]ncc12,4.53
CN1CCCC1c1ccc(Cl)nc1,-1.3
O=C(Cc1ccc2ccc3cccnc3c2n1)c1ccccc1,4.4
O=C(O)C1CCCC(C(=O)O)N1,9.92
CCOC(=O)c1cnc(N(C)C)s1,2.77
COc1ccc(F)cc1C(=O)NC1CC2CCC(C1)N2Cc1ccccc1,8.82
O=C(O)C1CSCN1,6.185
COc1cc(O)ccc1C(=N)c1ccccc1,5.99
Nc1ccc(B(O)O)cc1,3.71
c1cnc2[nH]ccc2c1,4.48
c1coc(CNc2ncnc3[nH]ncc23)c1,4.01
NC(=NO)c1ccccc1,4.97
CC(N)C(O)c1ccccc1,8.81
COc1ccc(S(=O)(=O)CCN2CCCCC2)c(OC)c1OC,7.24
CNc1nc(NC)c2c[nH]nc2n1,6.08
Cc1ccc2c(c1)ncn2C1OC(CO)C(O)C(O)C1O,4.32
CCN1CCCC1CNC(=O)c1c(OC)ccc([N+](=O)[O-])c1O,9.12
Cc1ccc(-c2cnc(-c3ccc(C)cc3)o2)cc1,1.12
c1ccc2scnc2c1,1.38
CN(C)c1ccn(C)c(=O)n1,4.2
CCOC(=O)c1c[nH]c2ccc([N+](=O)[O-])cc2c1=O,8.0
c1ccnnc1,2.33
COc1ccc(-c2ncc(-c3ccc(C)cc3)o2)cc1,1.34
CN(c1ccccc1)C(C)(C)C,7.5
N#CC(C#N)N=Nc1ccccc1,-0.82
Nc1ccccc1S(N)(=O)=O,1.0
Nc1ccc2c(N)c3ccccc3nc2c1,11.49
CC1=NCCCCN1,12.7
c1ccc(Cn2ccnc2)cc1,6.66
O=c1ccc(=O)[nH][nH]1,13.0
Cc1ncncc1N,3.15
c1c[nH]cn1,7.07
NCCCCOc1c2ccccc2cc2ccccc12,9.94
CNCC(C)c1ccccc1,9.87
CNCCCN1c2ccccc2CCc2ccccc21,10.65
Oc1cncnc1,1.87
Nc1nccc2c1ncn2CCOCP(=O)(O)O,7.87
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,4.48
NC(=O)CC(=O)c1ccncc1,7.36
NC(=O)c1c2cccc1COCCOCc1nc(c[nH]1)COCCOC2,5.72
CC(=Nc1ccccc1)Nc1ccccc1,8.3
Cc1nc2cc(C(=O)O)ccc2[nH]1,6.0
Cc1cccc(NCCS)c1,4.68
Cc1ccc(N)cc1Cl,4.05
O=C(CCN1CCOCC1)C(c1ccccc1)c1ccccc1,6.39
Clc1cccc(-c2ccccn2)n1,3.7
S=c1cnc2cncnc2[nH]1,5.5
NC(=O)CCc1cccnc1,5.21
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.35
Cn1c(-c2ccccc2O)nc2ccccc21,8.92
CCN(CC)CC(=O)Nc1ccc([N+](=O)[O-])cc1,8.05
CCCc1ccc(C2CCCN2C)cn1,3.65
c1ccc(CN2CCCC2)cc1,9.51
S=c1ccc2ccccc2[nH]1,10.21
O=C(O)c1ccoc1,-0.59
Cc1c(O)cncc1C1CCCCC1,5.6
CCc1cc(N=Nc2ccc(N(C)C)cc2)ccc1C,2.59
COc1cccc(Nc2ccccc2)c1,0.37
Cc1cccc(C)c1NC(=O)CN(C)C,7.36
Nc1cccc2cnccc12,5.59
CN(C)c1ccc(N=Nc2ccccc2)cc1,2.85
COC(=O)C(N)Cc1c[nH]cn1,7.35
CC1CCN(O)C1(C)C,5.9
Cc1ncc[nH]1,7.97
CC(C)N,10.64
COc1ccnc2c1ccc1c(OC)ccnc12,6.45
CCNN,7.95
CC(N)Cc1ccccc1,9.9
NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,8.26
CN=c1scc(C)n1C,9.97
Nc1nc(CC(=O)O)c(O)n1CCCC(N)C(=O)O,9.55
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,7.55
COCCNc1cccc(C)c1,4.29
c1ccc2c(c1)CCC2N(c1ccc2ccccc2c1)C1CCc2ccccc21,0.25
CC1=C(CC(C)NCC(O)c2ccc(Br)cc2)CCC1(C)C,8.57
Nc1ccc(CC(=O)O)cc1,5.2
Nc1ccc2c([N+](=O)[O-])cccc2c1,3.16
Cc1cccc(N)c1-c1c(C)cccc1N,3.7
CCN(CC)Cc1cc(C)ccc1O,8.94
CNc1ncccn1,3.82
NCc1ccc(S(N)(=O)=O)cc1,8.35
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.72
c1c[nH]c(Cc2ncc[nH]2)n1,7.27
O=C(O)CNCCc1nn[nH]n1,9.23
C=CCc1c(C)[nH][nH]c1=O,2.8
CC1(C)SCNC1C(=O)O,6.34
Cc1cc(C)n(C)n1,3.96
N=C(N)Nc1ccccc1,10.79
NC1CONC1=O,7.53
NC(=O)Cc1cccnc1,4.72
CC(C)(C)C1=CC(=C2C=CC=CC=C2)C=C(C(C)(C)C)C1=O,4.48
NCCc1ccc(Br)cc1,9.65
Nc1cc2ccccc2cc1[N+](=O)[O-],1.48
CCOc1ccc(Nc2ccccc2)cc1,1.41
Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.5
Cc1ccc2[nH]c(CO)nc2c1,5.64
CCCP(=O)(CCC)CCC,4.9
CCN(CC)Cc1cc(Cl)ccc1O,11.19
O=C(O)c1cccnc1,4.83
Nc1ccc(-c2ccccc2)cc1,4.38
CCc1ccccn1,5.98
COc1cnccn1,0.75
CN(C)CCC(c1ccccc1)c1ccccn1,9.29
O=C(CN1CCOCC1)c1ccccc1,5.97
Nc1ccc(N)c(N)c1,6.1
CC1OC(n2ccc(N)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,7.0
Cc1cccc(Cl)c1C(=NCCCN(C)C)c1ccccc1,8.8
SCCNCCc1ccccc1,10.28
Nc1nc(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,9.41
Nc1ccnc(-c2cc(N)ccn2)c1,8.8
CN(C)c1ccc(SC#N)cc1,3.3
CCNCC(=O)O,10.16
Cc1nccn1C,7.64
Cn1nncc1Nc1ccccc1,1.73
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,3.8
O=C(c1ccccc1)n1cnc2ccccc21,1.8
Clc1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.7
c1cc(N2CCCC2)ccn1,-0.53
OCCCCc1cccnc1,5.7
COc1ccc(C(O)CNC(C)CC2=C(C)C(C)(C)CC2)cc1,8.79
CC(C)(C)C(=O)n1cnc2ccccc21,2.0
Nc1cccc(I)c1,3.59
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,2.19
CC1(N)CC1(C)N,9.03
Cc1ccc(Nc2ccccc2)cc1,1.16
Cn1cc(N)cc1C(=O)O,7.0
COc1ccc(-c2cc3cnccc3[nH]2)c(OC)c1,8.49
Cc1cc(=O)n(-c2ccccc2)n1C,1.45
c1ccc(NCCN2CCCCC2)cc1,9.2
CN(C)CCCN=C(c1ccccc1)c1ccccc1Cl,9.0
NC(=O)CC(=O)c1cccnc1,8.61
CC1=Nc2ccccc2N=C(C)C1,3.85
CSc1ccc(N)cc1Cl,3.38
Nc1ncc2ncn(C3OC(CO)C(O)C3O)c2n1,3.4
c1cncnc1,1.3
COc1ccc(S(=O)(=O)CCN2CCOCC2)c(OC)c1OC,4.89
Cc1cc([N+](=O)[O-])ccc1N,1.97
O=[N+]([O-])c1cccc(Nc2ccccc2)c1,-1.27
CC[n+]1ccc(O)[nH]c1=S,8.7
Nc1nc[nH]n1,4.3
COCCNc1ccccc1,4.05
Oc1c(Cl)cc(Cl)cc1CN1CCOCC1,8.85
